Plot #,Plot ID,Sub Plot,Blade Length (cm),Blade Max Width (cm) ,Blade Width @ 10cm (cm),Blade thickness (mm),Stipe Length (cm),Stipe diamter (mm),Stipe Hollow (Y/N),Bullations (Y/N),Fouling ,Crinkle,Sorrus Tissue (Y/N),Sorus Area (cm^2),Other Comments
175,SL18-UCONN-175,-,167,6.5,3,0.6,14,3.8,No,No,No,,No,,
176,SL18-UCONN-176,-,6.4,1.7,-,0.2,0.8,0.6,No,No,No,,,,
176,SL18-UCONN-176,-,7,1.8,-,0.2,0.8,0.6,No,No,No,,,,
176,SL18-UCONN-176,-,8.2,2.7,-,0.2,0.16,0.4,No,No,No,,,,
176,SL18-UCONN-176,-,14.1,3.6,2.3,0.2,0.9,0.7,No,No,No,,,,
176,SL18-UCONN-176,5,16.5,3.7,3.6,0.1,1.7,1.2,No,No,No,Grazing,,,
176,SL18-UCONN-176,4,20.2,7.9,7.9,0.38,1.4,1.25,No,Yes,Yes,Horse's Mane,,,
176,SL18-UCONN-176,-,22.5,5.6,5.6,0.4,1.8,1.3,No,No,No,,,,
176,SL18-UCONN-176,2,22.7,6.4,6.4,0.16,3.4,1.5,No,No,No,,,,
176,SL18-UCONN-176,-,28.9,10.4,7.5,0.2,1.6,1.7,No,No,No,,,,
176,SL18-UCONN-176,5,34,8.2,8.2,0.4,2.8,1.76,No,No,No,Grazing,,,
176,SL18-UCONN-176,5,36,9.2,8.6,0.45,1.9,1.88,No,No,No,Grazing,,,
176,SL18-UCONN-176,4,38.7,8.6,8.6,0.22,2.2,1.51,No,Yes,Yes,Grazing,,,
176,SL18-UCONN-176,1,42.6,9.7,9.5,0.42,4,1.99,No,Yes,Yes,Missing Portion,,,
176,SL18-UCONN-176,1,48.3,12.2,12.1,0.68,2.5,2.08,No,Yes,No,,,,
176,SL18-UCONN-176,-,60.6,11.1,8.4,0.6,3.2,2.1,No,Yes,No,Grazing,,,
176,SL18-UCONN-176,1,75.5,12.1,7.4,0.64,4.7,2.76,No,Yes,No,,,,
176,SL18-UCONN-176,-,84,2.9,2.2,0.7,6.5,2.7,No,No,No,Grazing,,,
176,SL18-UCONN-176,2,91.8,12.2,8.5,0.42,4.3,2.35,No,Yes,No,Grazing,,,
176,SL18-UCONN-176,5,95,10.4,7.8,0.63,6.7,3.34,No,Yes,Yes,Grazing,,,
176,SL18-UCONN-176,3,102,16.4,11.8,0.62,2.3,2.34,No,Yes,No,,,,
176,SL18-UCONN-176,-,108,16.2,8.9,0.6,3.5,2.8,No,No,No,Grazing,,,
176,SL18-UCONN-176,1,118,14.2,10.7,0.62,3.6,2.65,No,Yes,No,Grazing,,,
176,SL18-UCONN-176,5,127.4,14.6,8.7,0.64,6,3.16,No,Yes,Yes,,,,
176,SL18-UCONN-176,4,131.2,17,9.2,0.55,3.4,2.68,No,Yes,Yes,,,,
176,SL18-UCONN-176,-,136.5,16,10.2,0.6,2.9,2.8,No,Yes,No,,,,
176,SL18-UCONN-176,4,137.6,16.5,10.2,0.62,4.7,2.66,No,Yes,Yes,,,,
176,SL18-UCONN-176,-,141,14.3,8.1,0.5,3,3.6,No,Yes,No,Grazing,,,
176,SL18-UCONN-176,3,152,17.2,10.9,0.55,2.5,2.3,No,Yes,No,,,,
176,SL18-UCONN-176,-,155.5,19.1,7.5,0.8,2.2,2.8,No,Yes,Yes,Grazing,,,
176,SL18-UCONN-176,-,168.5,21.5,8.2,0.6,4.5,3.2,No,Yes,Yes,Grazing,,,
177,SL18-UCONN-177,1,28.5,4.9,5,0.8,2.6,1.43,No,No,No,,,,
177,SL18-UCONN-177,-,32.5,8,8,0.33,2.7,1.49,No,No,No,,,,
177,SL18-UCONN-177,5,39.7,6.9,6.7,0.4,10.3,2.9,No,No,No,,,,
177,SL18-UCONN-177,-,46.2,8,8,0.29,6.8,2.47,No,No,No,,,,
177,SL18-UCONN-177,-,49,7.5,7.5,0.31,6.3,2.52,No,No,No,,,,
177,SL18-UCONN-177,2,51,10.5,10.2,0.4,6,3.03,No,No,No,,,,
177,SL18-UCONN-177,5,51.3,8.9,8.3,0.3,11.5,2.4,No,No,No,,,,
177,SL18-UCONN-177,-,52,8.9,8.8,0.8,8,2.9,No,No,No,,,,
177,SL18-UCONN-177,4,57.3,10.7,8.9,0.2,10.8,2.4,No,No,No,,,,
177,SL18-UCONN-177,4,73,12.1,18.7,0.3,12.4,2.6,No,No,No,,,,
177,SL18-UCONN-177,5,90,10.2,6.6,0.4,17.4,2.7,No,No,No,,,,
177,SL18-UCONN-177,3,93.8,16.6,11.8,0.3,10.5,3.2,No,No,No,,,,
177,SL18-UCONN-177,-,103.4,14.4,9,0.63,15.5,3.93,No,No,No,,,,
177,SL18-UCONN-177,-,106.8,15.4,9,0.33,19.4,4.02,Yes,No,No,,,,
177,SL18-UCONN-177,2,114.5,19.5,11,0.15,11,4.12,No,No,No,Horse's Mane,,,DNA
178,SL18-UCONN-178,4,8.9,3.2,,0.21,2.4,0.93,No,No,No,,,,
178,SL18-UCONN-178,5,10.4,3.5,2,0.7,3.4,1.5,No,No,No,,,,
178,SL18-UCONN-178,3,11,1.9,1,0.2,2.2,0.8,No,No,No,,,,
178,SL18-UCONN-178,4,13.2,26,1.6,0.13,2.3,1.02,No,No,No,,,,
178,SL18-UCONN-178,5,13.4,4.2,2.4,0.5,2.4,1.5,No,No,No,,,,
178,SL18-UCONN-178,2,25.3,4.9,3.6,0.3,6.5,2,No,No,No,Horse's Mane,,,
178,SL18-UCONN-178,3,27.5,4.2,4,0.4,6.6,2.5,No,No,No,Grazing,,,
178,SL18-UCONN-178,2,35.9,7,7,0.5,9.5,3.3,No,No,No,,,,
178,SL18-UCONN-178,1,43.5,7,6.1,0.18,12,3.07,No,No,No,,,,
178,SL18-UCONN-178,4,66.5,11,9.9,0.42,27.7,3.79,Yes,Yes,No,,,,
178,SL18-UCONN-178,5,85.6,12.1,8.4,0.3,21,3.8,No,No,No,Grazing,,,
178,SL18-UCONN-178,-,93.1,18.1,11.2,0.41,2.5,5.17,Yes,Yes,No,,,,DNA
178,SL18-UCONN-178,1,110,15.6,12.5,0.16,34.5,4.93,Yes,Yes,No,,,,DNA
178,SL18-UCONN-178,4,114,19,9.8,0.59,44.6,4.14,No,Yes,No,Splitting Meristem,,,
179,SL18-UCONN-179,,,,,,,,,,,No kelp growth,,,
180,SL18-UCONN-180,1,10.3,2.6,1.8,0.1,2.2,0.9,No,No,No,Splitting Meristem,,,
180,SL18-UCONN-180,2,14,2.9,1.5,0.2,0.3,0.7,No,No,No,,,,Broken stipe
180,SL18-UCONN-180,3,17.4,4.1,2.8,0.2,1.9,1.2,No,No,No,Splitting Meristem,,,
180,SL18-UCONN-180,1,32.1,5,5.9,0.3,3.2,1.5,No,No,No,,,,
180,SL18-UCONN-180,-,39.7,5.8,5.4,0.1,4.4,2,No,No,No,Splitting Meristem,,,
180,SL18-UCONN-180,2,40.6,6.4,6.7,0.2,4,1.9,No,No,No,,,,
180,SL18-UCONN-180,4,55.9,6.9,6.4,0.2,5.9,2.5,No,No,No,,,,
180,SL18-UCONN-180,-,66.6,8.5,6.4,0.3,5.6,2.5,No,No,No,,,,
180,SL18-UCONN-180,-,71.8,10,8.3,0.4,5.5,2.6,No,Yes,No,,,,
180,SL18-UCONN-180,5,76,11.2,9.1,0.3,4.4,2.7,No,Yes,No,,,,
180,SL18-UCONN-180,5,77.3,11,7.7,0.3,4.5,2.7,No,Yes,No,,,,
180,SL18-UCONN-180,4,81.4,8.9,5.9,0.4,9.4,3.5,No,No,No,Splitting Meristem,,,
180,SL18-UCONN-180,3,86.9,9.9,6.7,0.5,7,3,No,No,No,,,,
180,SL18-UCONN-180,2,90.7,11.2,6,0.4,5.8,2.9,No,No,No,,,,
180,SL18-UCONN-180,1,118.2,13,6.1,0.5,8.3,3.4,No,No,No,,,,DNA
181,SL18-UCONN-181,3,7.3,2.4,-,0.2,0.8,1.1,No,No,No,,,,
181,SL18-UCONN-181,4,14,4.1,3,0.2,5.4,2.1,No,No,No,,,,
181,SL18-UCONN-181,4,18.3,2.5,2,0.4,5.2,1.8,No,No,Yes,,,,
181,SL18-UCONN-181,3,19,3,2.5,0.4,4.5,2,No,No,No,Horse's Mane,,,
181,SL18-UCONN-181,2,27,5.6,4.6,0.14,5.1,2.22,No,No,No,,,,
181,SL18-UCONN-181,3,29,5,4.6,0.4,4.5,2.5,No,No,No,,,,
181,SL18-UCONN-181,1,30.5,6.2,5.5,0.1,6.4,2.62,No,No,No,,,,
181,SL18-UCONN-181,5,46.2,7.8,8,0.5,13.5,4.1,No,Yes,No,,,,
181,SL18-UCONN-181,2,56,9,9,0.28,14,4.03,No,Yes,No,,,,
181,SL18-UCONN-181,1,62.5,10.2,8.5,0.12,12.2,3.36,No,No,No,,,,
181,SL18-UCONN-181,-,68,8.1,8.1,0.7,23,4.31,Yes,Yes,No,,,,
181,SL18-UCONN-181,-,69,8,7,0.25,16,3.5,No,No,No,Horse's Mane,,,
181,SL18-UCONN-181,4,79.2,13.7,9,0.6,20,4.2,Yes,Yes,No,,,,
181,SL18-UCONN-181,2,88.1,12,8.5,0.1,15,3.97,No,No,No,,,,
181,SL18-UCONN-181,5,91.4,11.8,8.1,0.6,31,5.3,Yes,Yes,No,,,,
181,SL18-UCONN-181,3,104.9,15.8,10.1,0.7,33.8,4.1,Yes,Yes,No,,,,
182,SL18-UCONN-182,2,10.9,4.6,1.9,0.2,0.8,0.5,No,No,No,,,,
182,SL18-UCONN-182,4,21.2,1.7,2,0.1,4.6,1.5,No,No,No,,,,
182,SL18-UCONN-182,4,22.4,4.2,3.8,0.2,-,-,No,No,Yes,,,,
182,SL18-UCONN-182,4,22.5,4.5,4.8,0.2,1.4,1.3,No,No,No,,,,
182,SL18-UCONN-182,3,23.3,4,3.5,0.3,1.1,0.7,No,No,No,,,,
182,SL18-UCONN-182,3,23.3,3.9,3.6,0.3,1.5,0.4,No,No,No,,,,
182,SL18-UCONN-182,4,28,12.2,9.8,0.3,9.5,2.8,No,Yes,No,,,,Broken blade
182,SL18-UCONN-182,1,43.7,9,9.1,0.2,2.2,1.2,No,Yes,No,,,,
182,SL18-UCONN-182,1,44.7,7.9,7.4,0.2,2.8,1.7,No,Yes,No,,,,
182,SL18-UCONN-182,3,46.9,8.6,7.2,0.3,4,1.7,No,No,Yes,,,,
182,SL18-UCONN-182,3,61.1,10.8,8.2,0.3,4.9,1.9,No,No,No,,,,
182,SL18-UCONN-182,1,75.5,12.7,10.4,0.1,5.6,2.6,No,Yes,No,,,,
182,SL18-UCONN-182,4,88,12.2,8.9,0.4,8.2,2.8,No,No,No,Splitting Meristem,,,
182,SL18-UCONN-182,2,95.6,17,12,0.5,7.6,3.4,No,Yes,No,Grazing/egg case,,,
182,SL18-UCONN-182,2,101.2,16.1,12.5,0.5,6.9,3.4,No,Yes,No,Grazing/egg case,,,
183,SL18-UCONN-183,2,11,2.5,2.2,0.3,1.8,1.3,No,No,No,Grazing,,,
183,SL18-UCONN-183,4,15.5,3.9,3.5,0.3,2.5,1.7,No,No,No,Grazing,,,
183,SL18-UCONN-183,5,19.5,3.5,3.3,0.2,1.6,0.9,No,No,No,Grazing,,,
183,SL18-UCONN-183,5,28,4.2,4.2,0.2,2.1,1.3,No,No,No,,,,
183,SL18-UCONN-183,3,44.5,4.2,4.5,0.4,3.5,1.9,No,No,No,Grazing,,,
183,SL18-UCONN-183,2,67,6.2,5.6,0.3,4.5,2,No,No,No,Grazing,,,
183,SL18-UCONN-183,3,69,5.4,5,0.4,5.5,2.9,No,No,No,Snail Egg/Grazing,,,
183,SL18-UCONN-183,2,80,5.4,5,0.5,5.3,2.9,No,No,No,Grazing/Splitting Meristem,,,
183,SL18-UCONN-183,2,85,6.7,4.9,0.6,5,2.6,No,No,No,Bryozoan/Grazing,,,
183,SL18-UCONN-183,4,91,7.5,4.7,0.7,5,2.9,No,No,No,Grazing,,,
183,SL18-UCONN-183,4,109,7.2,4.2,0.7,6.2,2.9,No,No,No,Snail Egg/Grazing,,,
183,SL18-UCONN-183,3,109,7.5,5.6,0.7,6.3,2.8,No,No,No,,,,
183,SL18-UCONN-183,4,111,8,4,0.8,6,3.4,No,No,No,Grazing,,,DNA
183,SL18-UCONN-183,1,112,6,3.2,0.5,7.5,3.4,No,No,No,,,,
183,SL18-UCONN-183,1,114,7.1,3.8,0.7,6.6,3.1,No,No,No,Grazing/Splitting Meristem,,,
184,SL18-UCONN-184,1,7.3,3.6,-,0.14,1.6,0.98,No,No,No,,,,
184,SL18-UCONN-184,3,29.6,7.3,7.1,0.17,3,1.19,No,No,No,,,,
184,SL18-UCONN-184,2,30,4.7,4.4,0.22,2.4,1.28,No,No,No,,,,
184,SL18-UCONN-184,4,45,8.3,8.2,0.12,3.5,1.15,No,No,No,,,,
184,SL18-UCONN-184,5,59.6,16,10.4,0.44,2.6,2.33,No,No,No,,,,
185,SL18-UCONN-185,-,3.6,2.1,-,0.64,30,1.77,No,-,-,,No,,
185,SL18-UCONN-185,-,4.3,2.6,-,0.17,15,0.7,No,-,-,,No,,
185,SL18-UCONN-185,-,4.6,2,-,0.1,10,0.69,No,-,-,,No,,
185,SL18-UCONN-185,-,5,2.4,-,0.32,20,0.69,No,-,-,,No,,
186,SL18-UCONN-186,5,5.8,1.2,na,0.2,1,0.5,No,No,No,,,,
186,SL18-UCONN-186,5,8.2,2,na,0.2,2.4,1,No,No,No,Grazing,,,
186,SL18-UCONN-186,1,9.2,4.7,na,0.5,22.3,6.5,Yes,No,No,Crinkle,,,
186,SL18-UCONN-186,5,9.4,2.6,na,0.3,1.7,1.1,No,No,No,Grazing,,,
186,SL18-UCONN-186,2,14.7,3.2,2.9,0.3,3.2,1.8,No,No,No,,,,
186,SL18-UCONN-186,3,17.9,4.1,3.5,0.4,5.3,2.2,No,No,No,Grazing,,,
186,SL18-UCONN-186,4,20.5,4,3.2,0.3,4.6,2.4,No,No,No,,,,
186,SL18-UCONN-186,4,34.6,5.7,5.7,0.6,13.4,4.6,No,No,No,Horse's Mane/Grazing,,,
186,SL18-UCONN-186,4,35.1,5.3,5.3,0.5,9.9,2.8,No,No,No,,,,
186,SL18-UCONN-186,,36.5,10.5,10.5,0.8,15,3.97,Yes,No,No,Horse's Mane,,,
186,SL18-UCONN-186,,37.6,7.6,7.5,0.9,10.5,3.18,No,No,No,,,,
186,SL18-UCONN-186,3,38,6.5,6.4,0.6,9.5,3.5,No,No,No,Horse's Mane,,,
186,SL18-UCONN-186,5,44.6,8,7.4,0.6,19.9,5,Yes,No,No,,,,
186,SL18-UCONN-186,,49,7,7,0.27,17,3.25,No,No,No,Horse's Mane,,,
186,SL18-UCONN-186,,54,8.5,7,0.34,14.5,3.9,No,No,No,,,,
186,SL18-UCONN-186,,55,9,8,0.6,13,3.59,No,No,No,Horse's Mane,,,
186,SL18-UCONN-186,,55,9.8,9.8,0.9,14.5,4.15,No,No,No,Horse's Mane,,,Double Horses Mane
186,SL18-UCONN-186,,59,12.2,10.6,0.6,14.5,3.79,No,No,No,,,,
186,SL18-UCONN-186,4,65,13.3,13,0.2,14.9,5,Yes,No,Yes,Crinkle/Grazing,,,
186,SL18-UCONN-186,,65.5,14.2,12.5,0.43,16,4.06,No,No,No,,,,
186,SL18-UCONN-186,3,65.5,12.4,10.7,0.3,18.3,5.1,Yes,No,No,Crinkle,,,
186,SL18-UCONN-186,4,67.8,8,7.1,0.5,10.3,3.9,No,No,No,Horse's Mane,,,
186,SL18-UCONN-186,,69,13.2,11,0.13,16,4.38,No,No,No,Horse's Mane,,,DNA/Double Horses Mane
186,SL18-UCONN-186,4,73.9,15.3,11.5,0.3,16.5,5.2,Yes,No,No,Crinkle,,,
186,SL18-UCONN-186,,76.5,14,10,0.58,17,4.23,No,No,No,Horse's Mane,,,Double Horses Mane
186,SL18-UCONN-186,,80,18,11,0.64,27,5.24,Yes,No,No,Crinkle,,,
186,SL18-UCONN-186,,84,14,10.5,0.5,19,4.54,Yes,No,No,Horse's Mane,,,
186,SL18-UCONN-186,,91,16.7,10.6,0.47,24,5.67,Yes,No,No,Crinkle,,,
186,SL18-UCONN-186,,99,26,14.5,0.35,37.5,6.73,Yes,No,No,Horse's Mane,,,
186,SL18-UCONN-186,,103,22.5,13.8,0.5,39,5.85,Yes,No,No,Crinkle,,,
187,SL18-UCONN-187,2,6,2,N/A,0.1,0.5,0.5,No,No,Yes,Grazing,No,,
187,SL18-UCONN-187,1,21,6,5,0.2,1.8,1.2,No,No,Yes,Grazing,No,,
187,SL18-UCONN-187,1,27,6.5,5.8,0.2,1.5,1.2,No,No,No,Spliting Maristem,No,,
187,SL18-UCONN-187,4,30,7,7,0.2,2,1.5,No,No,No,,No,,
187,SL18-UCONN-187,4,30.5,7.5,7.5,0.2,2,1.5,No,No,No,,No,,
187,SL18-UCONN-187,-,33,7.5,7.5,0.3,2,1.1,No,No,No,,No,,
187,SL18-UCONN-187,-,33,7,7,0.3,2,1.5,No,No,No,,No,,
187,SL18-UCONN-187,-,42,10,9.5,0.1,2,1.5,No,No,Yes,Grazing,No,,
187,SL18-UCONN-187,3,42,13,11.5,0.4,3.5,2.4,No,No,No,Crinkle,No,,
187,SL18-UCONN-187,-,52,11.5,9.5,0.2,2.3,1.8,No,No,No,,No,,
187,SL18-UCONN-187,5,58,11.5,8.5,0.4,2.5,1.8,No,No,No,Crinkle,No,,DNA
187,SL18-UCONN-187,3,58,12.5,11,0.3,2.8,2.3,No,No,Yes,Grazing/Splitting Meristem,No,,
187,SL18-UCONN-187,-,59,11.8,11,0.2,1.8,2,No,No,No,,No,,
187,SL18-UCONN-187,-,71,15,12,0.1,8,3.3,No,No,No,,No,,
187,SL18-UCONN-187,-,89,7.5,3.5,0.4,2.5,1.4,No,No,No,,No,,
188,SL18-UCONN-188,1,79,16.5,12.5,0.13,6.7,3.17,No,No,No,Grazing,,,
189,SL18-UCONN-189,-,18,6,4,0.9,1.6,0.99,No,No,No,Horse's Mane/Grazing,,,
189,SL18-UCONN-189,-,21,7.1,6.6,0.15,2,1.56,No,No,No,Grazing,,,
189,SL18-UCONN-189,-,23.2,6.5,6.2,0.02,4.2,1.17,No,No,No,Grazing,,,
189,SL18-UCONN-189,-,26.6,6.7,7.5,0.13,2.3,1.59,No,No,No,Grazing,,,
189,SL18-UCONN-189,-,38,8.6,7,0.6,2.6,1.21,No,No,No,Grazing,,,
189,SL18-UCONN-189,-,42.6,10.5,9.8,0.7,2.6,1.79,No,No,No,Grazing,,,
189,SL18-UCONN-189,-,50,14,12.2,0.9,3,1.98,No,No,No,Grazing,,,
189,SL18-UCONN-189,-,57.6,16.5,13,0.85,2.5,2.1,No,No,No,Grazing,,,
189,SL18-UCONN-189,5,66.8,11.6,8.8,0.6,3.6,2.8,No,No,Yes,,,,
189,SL18-UCONN-189,4,69.8,17.5,12.3,0.6,3,2.7,No,No,Yes,,,,
189,SL18-UCONN-189,-,72.1,16.1,10.5,0.11,3,2.41,No,No,No,Grazing,,,
189,SL18-UCONN-189,1,82.9,15,10.7,0.6,5.5,3.2,No,No,Yes,,,,
189,SL18-UCONN-189,3,92.1,15.9,10.9,0.7,3.7,3.1,No,No,Yes,Grazing,,,
189,SL18-UCONN-189,-,92.4,17,9.2,0.24,4.6,3.7,No,No,No,Grazing,,,
189,SL18-UCONN-189,2,127.8,22.5,12.3,0.6,16.7,5.8,No,No,Yes,,,,DNA
190,SL18-UCONN-190,1,19.5,3.5,3.7,0.5,9,3.2,No,No,Yes,Grazing,No,,
190,SL18-UCONN-190,2,28,6,5.5,0.2,1.8,1.4,No,No,No,,No,,
190,SL18-UCONN-190,3,28.5,10.6,8,0.4,6,3.6,No,No,No,,No,,
190,SL18-UCONN-190,2,33,9.2,9,0.2,3,2,No,No,No,,No,,
190,SL18-UCONN-190,4,33.5,5.5,5,0.5,5.2,2.3,No,No,No,,No,,
190,SL18-UCONN-190,1,36,7.2,6.5,0.5,4.9,2.4,No,No,Yes,,No,,
190,SL18-UCONN-190,1,40.5,4.5,4.5,0.5,12.7,3.8,No,No,No,,No,,
190,SL18-UCONN-190,5,44,6.3,6.2,0.2,9.8,2.7,No,No,No,,No,,
190,SL18-UCONN-190,-,57,11.5,10.3,0.6,14.3,4.6,No,No,No,,No,,
190,SL18-UCONN-190,1,61,11.3,10.3,0.3,16.85,4.9,Yes,No,No,,No,,
190,SL18-UCONN-190,1,62,9,9.5,0.4,22,4.4,Yes,No,No,,No,,
190,SL18-UCONN-190,3,64,13.5,20.5,0.5,13.5,4.4,No,No,Yes,Grazing,No,,DNA
190,SL18-UCONN-190,-,74.5,17.5,12.3,0.4,23,5.5,Yes,No,No,,No,,
190,SL18-UCONN-190,-,82.6,14,11.5,0.4,34,5.7,Yes,No,No,,No,,
190,SL18-UCONN-190,-,84,15.5,12.1,0.5,16.5,5.4,Yes,No,No,,No,,
191,SL18-UCONN-191,-,7,1.5,N/A,0.2,0.5,0.5,No,No,No,,No,,
191,SL18-UCONN-191,-,7,1,N/A,N/A,0.7,0.4,No,No,No,,No,,
191,SL18-UCONN-191,-,9,1.5,N/A,0.1,1,0.4,No,No,No,,No,,
191,SL18-UCONN-191,4,10,2.1,N/A,0.1,0.8,0.5,No,No,No,,No,,
191,SL18-UCONN-191,-,11,3.2,0.4,0.1,0.5,0.3,No,No,No,,No,,
191,SL18-UCONN-191,2,11,2.5,0.5,0.1,0.8,0.5,No,No,No,Snail Egg,No,,
191,SL18-UCONN-191,4,11,1.7,5,0.1,1,0.6,No,No,No,,No,,
191,SL18-UCONN-191,4,25.5,4.7,4.7,0.2,2.1,1.4,No,No,No,Spliting Maristem,No,,
191,SL18-UCONN-191,5,28.5,6.4,5,0.2,1.5,0.8,No,No,No,,No,,
191,SL18-UCONN-191,1,35.5,5.7,5.2,0.1,1.5,1.4,No,No,Yes,Brown Algae/Splitting Meristem,No,,
191,SL18-UCONN-191,3,52,9.2,7.7,0.4,5.5,2.5,No,No,No,,No,,DNA
192,SL18-UCONN-192,3,7.6,2.2,,0.4,3.2,1.5,No,No,No,Grazing,No,,
192,SL18-UCONN-192,5,29.7,1.9,1.5,0.4,8,2.1,No,No,No,,No,,
192,SL18-UCONN-192,3,31.9,2.8,2.8,0.5,6,2.5,No,No,No,,No,,
192,SL18-UCONN-192,5,39.7,2.5,2.5,0.5,13.7,2.8,No,No,No,Grazing,No,,
192,SL18-UCONN-192,4,60,2.8,2.8,0.14,23.5,2.89,No,No,No,,No,,
192,SL18-UCONN-192,2,80,4.5,3.6,0.55,15.5,3.32,No,No,No,,No,,
192,SL18-UCONN-192,1,84.4,4.9,4,0.7,22,4.3,No,No,No,,No,,
192,SL18-UCONN-192,3,85.3,4.5,3.1,0.6,20.6,3.8,No,No,No,,No,,
192,SL18-UCONN-192,2,96,5.3,4,0.54,18,3.27,No,No,No,,No,,
192,SL18-UCONN-192,3,122,5.3,2.9,0.8,24.5,3.6,No,No,No,,No,,
192,SL18-UCONN-192,4,129.2,4.5,3.6,0.56,38,3.89,No,No,No,,No,,
192,SL18-UCONN-192,5,142.9,4.4,2.5,0.8,34.2,4.2,No,No,No,,No,,
192,SL18-UCONN-192,4,154.3,5.5,3.7,0.62,28.5,3.48,No,No,No,,No,,
192,SL18-UCONN-192,4,156.4,6,4,0.54,30.1,3.55,No,No,No,,No,,DNA
192,SL18-UCONN-192,1,167.6,5.6,2.6,0.8,20.6,4.6,No,No,No,Horse's Mane,No,,
193,SL18-UCONN-193,1,12.2,2.5,1.9,0.13,2,3.21,No,No,No,,No,,
193,SL18-UCONN-193,4,13.7,3.3,2.8,0.5,5.5,2.1,No,No,No,,No,,
193,SL18-UCONN-193,5,17.2,4.7,4.7,0.4,6.8,2.8,No,No,No,,No,,
193,SL18-UCONN-193,4,27.7,3.6,3.2,0.5,12.4,3.1,No,No,No,Grazing,No,,
193,SL18-UCONN-193,5,31.4,2.9,2.9,0.3,4,1.2,No,No,No,,No,,
193,SL18-UCONN-193,4,45,2.8,2.8,0.5,10.1,2.7,No,No,No,,No,,
193,SL18-UCONN-193,4,47.4,3.4,3.2,0.6,10,3.8,No,No,No,,No,,
193,SL18-UCONN-193,5,74.4,5.1,4,0.5,11.5,3.5,No,No,No,,No,,
193,SL18-UCONN-193,4,81.4,5.3,4.1,0.6,19.6,3.6,No,No,No,,No,,
193,SL18-UCONN-193,4,86.1,5,3.5,0.7,14.9,3.4,No,No,Yes,Grazing,No,,
193,SL18-UCONN-193,3,88.5,4.7,3.7,0.7,9.6,4.24,No,No,No,,No,,
193,SL18-UCONN-193,-,95.5,5.5,4.5,0.21,11,3.78,No,No,No,,No,,
193,SL18-UCONN-193,-,106.5,6.65,4.5,0.48,13,3.78,No,No,No,,No,,DNA
193,SL18-UCONN-193,2,113.7,8.1,5,0.49,18.5,3.04,No,No,No,,No,,
193,SL18-UCONN-193,1,183.4,7,3.5,0.68,15,1.23,No,No,No,Grazing,No,,
194,SL18-UCONN-194,2,12,3.6,2.1,0.2,1.7,1.4,No,No,No,Grazing,,,
194,SL18-UCONN-194,1,18,3.5,3.1,0.2,3.7,1.6,No,No,No,Grazing,,,
194,SL18-UCONN-194,4,20,4.1,3.7,0.3,5.4,2.3,No,No,No,Bryozoan,,,
194,SL18-UCONN-194,2,24.5,5.5,5.3,0.3,3.4,2.1,No,No,No,,,,
194,SL18-UCONN-194,1,32,7.6,7.5,0.4,9.6,3.7,No,No,No,Splitting Meristem,,,
194,SL18-UCONN-194,1,35,8.2,6.3,0.6,14.9,3.7,No,No,No,,,,
194,SL18-UCONN-194,4,35.3,8.1,8.3,0.4,5,2.7,No,No,No,,,,
194,SL18-UCONN-194,2,40,9.6,7.9,0.4,6,3.1,No,No,No,,,,
194,SL18-UCONN-194,4,40.5,5.7,5.3,0.4,6.6,3,No,No,No,Splitting Meristem,,,
194,SL18-UCONN-194,3,41,7.2,7.1,0.4,5.3,2.3,No,No,No,,,,
194,SL18-UCONN-194,1,45,8.3,6.7,0.2,10.5,3.3,No,No,No,Bryozoan/Grazing,,,
194,SL18-UCONN-194,3,46.5,8,7,0.4,5.1,2.5,No,No,No,,,,
194,SL18-UCONN-194,4,47.5,6,5.3,0.5,6.5,3.2,No,No,No,Bryozoan,,,
194,SL18-UCONN-194,4,67.3,11.9,8.6,0.4,16.5,4.3,No,No,No,Snail Egg,,,
194,SL18-UCONN-194,4,76.5,13.4,7.9,0.6,20.6,4.5,Yes,No,No,DNA,,,
195,SL18-UCONN-195,4,13.2,2.3,1.3,0.3,1.6,0.6,No,No,No,,No,,
195,SL18-UCONN-195,5,19.7,5.5,4.2,0.22,1.23,1.21,No,No,No,,No,,
195,SL18-UCONN-195,4,24.2,5.4,5.1,0.28,1.15,1.23,No,No,No,,No,,
195,SL18-UCONN-195,4,28.4,5,4.2,0.16,1.1,1.15,No,No,No,,No,,
195,SL18-UCONN-195,-,29.5,4.1,4.1,0.4,4.3,3.3,No,No,No,,No,,
195,SL18-UCONN-195,3,29.9,4.7,4.7,0.37,3.6,2.17,No,No,No,,No,,
195,SL18-UCONN-195,-,33.9,8,6.8,0.3,9.3,3.2,No,No,No,,No,,
195,SL18-UCONN-195,-,37.9,10,10,0.3,4.4,2.4,No,No,No,,No,,
195,SL18-UCONN-195,-,39.6,7.1,6,0.3,7.4,2.9,No,No,No,,No,,
195,SL18-UCONN-195,1,46.6,5.3,9.5,0.4,6.4,3.4,No,No,No,,No,,
195,SL18-UCONN-195,-,52,5.4,4.9,0.4,5.5,2.3,No,No,No,,No,,
195,SL18-UCONN-195,1,57.5,7.2,7.5,0.6,6.6,3.6,No,No,No,,No,,
195,SL18-UCONN-195,3,81.6,11,6.9,0.41,6,3.42,No,No,No,,No,,DNA
