,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades,Year.x,plotNo.x,Crosses.x,bladeLength,bladeMaxWidth,bladeThickness,stipeLength,stipeDiameter,Year.y,plotNo.y,Crosses.y,Order
2021_287,-4.209514099,-0.240274934,-0.35261055,-91.6624061,2021,2021_287,SL18-JS-19-FG3xSL18-LD-1-MG3,-52.64204505,9.624739701,-0.250032852,5.846894186,0.13480809,2021,2021_287,SL18-JS-19-FG3xSL18-LD-1-MG3,67
2021_70,-3.333903028,0.00568184,-0.355132216,2.568402608,2021,2021_70,SL18-UCONN-S2-FG3xSL18-NC-2-MG3,-13.93645032,-0.881240628,0.199329202,-0.337982069,1.227033883,2021,2021_70,SL18-UCONN-S2-FG3xSL18-NC-2-MG3,68
2021_251,-4.639352392,4.419504856,-0.355135141,78.36360726,2021,2021_251,SL18-CC-5-FG1xSL18-NC-2-MG1,-48.98071965,-2.220261006,-0.090042628,-9.282505953,-1.630156264,2021,2021_251,SL18-CC-5-FG1xSL18-NC-2-MG1,69
2021_248,-3.117884587,-1.387844212,-0.359648968,-36.76162952,2021,2021_248,SL18-JS-5-FG1xSL18-JS-11-MG3,-29.41955301,-1.586191705,0.091353967,3.446324414,0.494255761,2021,2021_248,SL18-JS-5-FG1xSL18-JS-11-MG3,70
2021_242,-3.940604215,0.827513062,-0.366896741,-87.92840142,2021,2021_242,SA18-CB-1-FG2xSL18-LD-1-MG1,27.53796161,-3.911112477,-0.181889005,-8.482669216,-1.66423774,2021,2021_242,SA18-CB-1-FG2xSL18-LD-1-MG1,71
2021_227,-3.277326981,-0.77052667,-0.386131061,-113.5117874,2021,2021_227,SL18-UCONN-S94-FG2xSL18-OI-17-MG3,-4.254489021,2.671938389,-0.167453855,-3.088416386,-0.839395346,2021,2021_227,SL18-UCONN-S94-FG2xSL18-OI-17-MG3,72
2021_273,-4.462894632,1.197665157,-0.391278949,-23.96993654,2021,2021_273,SL18-NC-15-FG1xSL18-OD-10-MG2,-25.97871754,-2.634517932,0.008387259,-4.57932844,0.461764066,2021,2021_273,SL18-NC-15-FG1xSL18-OD-10-MG2,73
2021_165,-3.740512882,-0.21282855,-0.398809816,-89.56865026,2021,2021_165,SL18-SF-13-FG2xSL18-NC-2-MG1,-5.468189674,6.560327869,-0.015281236,14.91364716,2.414322214,2021,2021_165,SL18-SF-13-FG2xSL18-NC-2-MG1,74
2021_277,-3.296377359,-1.479209829,-0.411435058,-62.34501547,2021,2021_277,SL18-CC-6-FG3xSL18-CC-2-MG6,-39.24124817,-2.570312436,-0.127141989,-10.71748557,-1.864229529,2021,2021_277,SL18-CC-6-FG3xSL18-CC-2-MG6,75
2021_175,-4.631044175,1.340073185,-0.448038223,-44.57858826,2021,2021_175,SL18-JS-16-FG3xSL18-JS-9-MG3,-45.61510684,0.095386644,-0.060845016,-6.886160159,-0.837944444,2021,2021_175,SL18-JS-16-FG3xSL18-JS-9-MG3,76
2021_176,-4.514082959,-0.359824645,-0.485469228,-83.14149855,2021,2021_176,SL18-NC-12-FG1xSL18-NL-9-MG2,NA,NA,NA,NA,NA,NA,NA,NA,77
2021_111,-5.085848502,1.441701402,-0.491912253,-43.65962881,2021,2021_111,SL18-UCONN-S57-FG1xSL18-OI-11-MG1,NA,NA,NA,NA,NA,NA,NA,NA,78
2021_204,-4.536391898,-0.610569051,-0.49643872,-102.4229537,2021,2021_204,SL18-CC-3-FG3xSL18-OI-15-MG1,NA,NA,NA,NA,NA,NA,NA,NA,79
2021_9,-3.888809164,-0.72328666,-0.500640132,111.3515878,2021,2021_9,SL18-JS-5-FG1xSL18-CC-7-MG1,-23.04881514,-4.662114558,-0.208914966,-20.62410236,-1.060760017,2021,2021_9,SL18-JS-5-FG1xSL18-CC-7-MG1,80
2021_62,-5.435444476,0.147699501,-0.510351843,-87.0177499,2021,2021_62,SL18-JS-6-FG2xSL18-NC-2-MG3,-92.6669031,-1.139116012,-0.135948541,-3.38361193,-0.392161776,2021,2021_62,SL18-JS-6-FG2xSL18-NC-2-MG3,81
2021_136,-4.93520286,-0.147977796,-0.523045605,-69.24301476,2021,2021_136,SL18-NC-12-FG2xSL18-OD-6-MG2,-122.3785217,-10.20279183,-0.442278383,-15.87338869,-3.659042222,2021,2021_136,SL18-NC-12-FG2xSL18-OD-6-MG2,82
2021_67,-4.938263479,-0.776477195,-0.551827842,-42.22467365,2021,2021_67,SL18-JS-5-FG1xSL18-CC-7-MG2,NA,NA,NA,NA,NA,NA,NA,NA,83
2021_90,-5.147596511,-0.766489449,-0.595822053,-82.03470774,2021,2021_90,SL18-JS-16-FG1xSL18-CC-7-MG1,-64.35639413,8.394688403,0.031363654,-9.806986625,-0.329481441,2021,2021_90,SL18-JS-16-FG1xSL18-CC-7-MG1,84
2021_268,-5.906508543,-0.570048351,-0.602080614,-119.9076339,2021,2021_268,SL18-JS-16-FG1xSL18-OI-18-MG3,-43.2321445,6.321794577,-0.176780744,-7.442571805,-1.380369735,2021,2021_268,SL18-JS-16-FG1xSL18-OI-18-MG3,85
2021_92,-6.035812506,0.46917609,-0.605123457,-75.63886125,2021,2021_92,SL18-JS-9-FG3xSL18-NL-2-MG1,11.05764533,1.002121592,0.274434883,-6.055584881,-0.35464962,2021,2021_92,SL18-JS-9-FG3xSL18-NL-2-MG1,86
2021_335,-6.065516144,-1.176404739,-0.650130499,-65.89985977,2021,2021_335,SL18-CC-1-FG1xSL18-OI-16-MG3,-72.94509545,0.745386749,-0.165672708,-9.379424096,-1.758210433,2021,2021_335,SL18-CC-1-FG1xSL18-OI-16-MG3,87
2021_158,-6.889841164,0.778887071,-0.687102378,-140.985864,2021,2021_158,SL18-JS-16-FG1xSL18-OI-18-MG4,-61.58487112,5.309261481,-0.274208278,-12.98714758,-1.45908553,2021,2021_158,SL18-JS-16-FG1xSL18-OI-18-MG4,88
2021_215,-8.357069622,0.729012016,-0.715829306,-126.3034803,2021,2021_215,SL18-UCONN-S157-FG3xSL18-OI-17-MG3,NA,NA,NA,NA,NA,NA,NA,NA,89
2021_115,-7.585515238,2.150564579,-0.74155178,-101.2222472,2021,2021_115,SL18-NC-10-FG1xSL18-OI-11-MG4,-24.99185161,0.493337777,-0.068709693,-10.2416867,-1.705052252,2021,2021_115,SL18-NC-10-FG1xSL18-OI-11-MG4,90
2021_74,-7.134702648,-0.239680306,-0.771395603,-69.24301476,2021,2021_74,SL18-UCONN-S142-FG1xSL18-OI-17-MG3,35.02236768,5.913535085,-0.045510013,47.02537229,3.447802693,2021,2021_74,SL18-UCONN-S142-FG1xSL18-OI-17-MG3,91
2021_102,-7.769414424,0.399977269,-0.829074331,-75.63886125,2021,2021_102,SL18-NC-15-FG2xSL18-CC-2-MG6,NA,NA,NA,NA,NA,NA,NA,NA,92
2021_143,-8.28271553,-0.309243998,-0.864909054,-12.44282968,2021,2021_143,SL18-OI-6-FG3xSL18-JS-6-MG1,NA,NA,NA,NA,NA,NA,NA,NA,93
2021_123,-7.643565264,-0.19001818,-0.943685307,-101.2222472,2021,2021_123,SL18-JS-5-FG2xSL18-CC-7-MG2,-31.25033078,-2.550611722,0.024210948,-6.296843187,-0.580129693,2021,2021_123,SL18-JS-5-FG2xSL18-CC-7-MG2,94
2021_77,-9.475871037,0.453722053,-0.971395571,-88.43055423,2021,2021_77,SL18-SF-13-FG2xSL18-NC-2-MG3,-12.19026972,7.463381642,-0.00145019,-12.42305052,0.356558887,2021,2021_77,SL18-SF-13-FG2xSL18-NC-2-MG3,95
2021_13,-9.024728893,-0.28485228,-1.039481752,-151.0078588,2021,2021_13,SL18-CC-6-FG3xSL18-OI-11-MG2,NA,NA,NA,NA,NA,NA,NA,NA,96
2021_16,-11.93697746,2.018899818,-1.286921693,-163.8058806,2021,2021_16,SL18-UCONN-S157-FG3xSL18-LD-2-MG2,NA,NA,NA,NA,NA,NA,NA,NA,97
