crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Pain2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,crossID,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades
SL19-UCONN-S360,490,2020,S360,SNE,360,5_26_2020,174,,SL18-BL-11-FG3,BL,SL18-TI-4-MG3,TI,SL18-BL-11-FG3xSL18-TI-4-MG3,SL19-UCONN-S360,3,1,5,NA,1,1,0.04,0.96,NA,NA,NA,0
SL19-UCONN-S361,491,2020,S361,SNE,361,5_26_2020,174,,SL18-FI-2-FG10,FI,SL18-TI-3-MG1,TI,SL18-FI-2-FG10xSL18-TI-3-MG1,SL19-UCONN-S361,3,1,5,NA,1,2,0.29,1.01,0.29,13.69,0.039202276,110
SL19-UCONN-S362,492,2020,S362,SNE,362,5_26_2020,174,,SL18-FW-12-FG10,FW,SL18-PI-1-MG3,PI,SL18-FW-12-FG10xSL18-PI-1-MG3,SL19-UCONN-S362,3,1,5,NA,1,3,0.4,1,0.4,10.55,0.042190315,200
SL19-UCONN-S363,493,2020,S363,SNE,363,5_26_2020,174,,SL18-FW-14-FG1,FW,SL18-BL-21-MG11,BL,SL18-FW-14-FG1xSL18-BL-21-MG11,SL19-UCONN-S363,2,1,5,NA,2,0,0.03,1.03,NA,NA,NA,0
SL19-UCONN-S364,494,2020,S364,SNE,364,5_26_2020,174,,SL18-FI-2-FG10,FI,SL18-FW-2-MG2,FW,SL18-FI-2-FG10xSL18-FW-2-MG2,SL19-UCONN-S364,3,1,5,NA,2,1,0.21,1,0.21,12.92,0.027133952,50
SL19-UCONN-S365,495,2020,S365,SNE,365,5_26_2020,174,,SL18-FI-1-FG10,FI,SL18-PI-1-MG4,PI,SL18-FI-1-FG10xSL18-PI-1-MG4,SL19-UCONN-S365,3,1,5,NA,2,0,0.01,1.04,NA,NA,NA,0
SL19-UCONN-S366,496,2020,S366,SNE,366,5_26_2020,174,,SL18-TI-1-FG5,TI,SL18-FW-21-MG3,FW,SL18-TI-1-FG5xSL18-FW-21-MG3,SL19-UCONN-S366,2,1,5,NA,2,0,0.02,0.9,NA,NA,NA,0
SL19-UCONN-S367,497,2020,S367,SNE,367,5_26_2020,174,,SL18-FW-12-FG1,FW,SL18-TI-5-MG2,TI,SL18-FW-12-FG1xSL18-TI-5-MG2,SL19-UCONN-S367,1,1,5,NA,2,1,0.04,0.89,NA,NA,NA,0
SL19-UCONN-S368,498,2020,S368,SNE,368,5_26_2020,174,,SL18-FW-14-FG1,FW,SL18-PI-1-MG1,PI,SL18-FW-14-FG1xSL18-PI-1-MG1,SL19-UCONN-S368,3,1,5,NA,2,0,0.01,0.97,NA,NA,NA,0
SL19-UCONN-S369,499,2020,S369,SNE,369,5_26_2020,174,,SL18-FW-14-FG11,FW,SL18-BL-17-MG1,BL,SL18-FW-14-FG11xSL18-BL-17-MG1,SL19-UCONN-S369,3,1,5,NA,3,0,0.02,1.01,NA,NA,NA,0
SL19-UCONN-S37,500,2020,S37,GOM,37,6_9_2020,185,,SL18-OI-18-FG1,OI,SL18-OI-9-MG3,OI,SL18-OI-18-FG1xSL18-OI-9-MG3,SL19-UCONN-S37,1,1,1,NA,7,0,0.01,0.87,NA,NA,NA,0
SL19-UCONN-S370,501,2020,S370,SNE,370,5_26_2020,174,,SL18-TI-1-FG4,TI,SL18-PI-1-MG1,PI,SL18-TI-1-FG4xSL18-PI-1-MG1,SL19-UCONN-S370,3,1,5,NA,3,3,0.46,0.87,0.53,11.98,0.063220371,100
SL19-UCONN-S38,502,2020,S38,GOM,38,6_9_2020,185,,SL18-OI-15-FG3,OI,SL18-OI-14-MG2,OI,SL18-OI-15-FG3xSL18-OI-14-MG2,SL19-UCONN-S38,1,1,1,NA,7,0,0.05,0.98,NA,NA,NA,10
SL19-UCONN-S39,503,2020,S39,GOM,39,6_9_2020,185,,SL18-OI-17-FG1,OI,SL18-JS-16-MG1,JS,SL18-OI-17-FG1xSL18-JS-16-MG1,SL19-UCONN-S39,1,1,1,NA,8,0,0.07,1.02,NA,NA,NA,0
SL19-UCONN-S4,504,2020,S4,GOM,4,6_9_2020,185,,SL18-LD-2-FG2,LD,SL18-LD-13-MG2,LD,SL18-LD-2-FG2xSL18-LD-13-MG2,SL19-UCONN-S4,1,1,1,NA,1,0,0.04,1.24,NA,NA,NA,0
SL19-UCONN-S40,505,2020,S40,GOM,40,6_9_2020,185,,SL18-OI-17-FG1,OI,SL18-OD-3-MG3,OD,SL18-OI-17-FG1xSL18-OD-3-MG3,SL19-UCONN-S40,3,1,1,NA,8,0,0.37,1.03,NA,NA,NA,0
SL19-UCONN-S41,506,2020,S41,GOM,41,6_9_2020,185,,SL18-JS-16-FG1,JS,SL18-NC-1-MG1,NC,SL18-JS-16-FG1xSL18-NC-1-MG1,SL19-UCONN-S41,1,1,1,NA,8,0,0.12,1.02,0.12,9.05,0.010526658,20
SL19-UCONN-S42,507,2020,S42,GOM,42,6_9_2020,185,,SL18-CC-6-FG2,CC,SL18-OI-11-MG4,OI,SL18-CC-6-FG2xSL18-OI-11-MG4,SL19-UCONN-S42,3,1,1,NA,8,3,3.62,1.035,3.5,11.7,0.40888204,110
SL19-UCONN-S43,508,2020,S43,GOM,43,6_9_2020,185,,SL18-JS-9-FG3,JS,SA18-CB-10-MG1,CB,SL18-JS-9-FG3xSA18-CB-10-MG1,SL19-UCONN-S43,1,1,1,NA,8,2,0.74,0.99,0.75,12.41,0.092820179,0
SL19-UCONN-S44,509,2020,S44,GOM,44,6_9_2020,185,,SL18-OI-6-FG3,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG3xSL18-JS-6-MG1,SL19-UCONN-S44,1,1,1,NA,8,2,1.57,0.997,1.57,36.63,0.576919238,20
SL19-UCONN-S45,510,2020,S45,GOM,45,6_9_2020,185,,SL18-SF-13-FG2,SF,SL18-JS-11-MG3,JS,SL18-SF-13-FG2xSL18-JS-11-MG3,SL19-UCONN-S45,3,1,1,NA,9,3,7,1.03,6.79,12.17,0.826645737,220
SL19-UCONN-S46,511,2020,S46,GOM,46,6_9_2020,185,,SL18-JS-19-FG3,JS,SL18-LD-13-MG3,LD,SL18-JS-19-FG3xSL18-LD-13-MG3,SL19-UCONN-S46,1,1,1,NA,9,2,1.65,0.937,1.77,13.67,0.241280563,30
SL19-UCONN-S47,512,2020,S47,GOM,47,6_9_2020,185,,SL18-JS-16-FG3,JS,SL18-OI-16-MG2,OI,SL18-JS-16-FG3xSL18-OI-16-MG2,SL19-UCONN-S47,3,1,1,NA,9,1,0.28,0.942,NA,NA,NA,0
SL19-UCONN-S48,513,2020,S48,GOM,48,6_9_2020,185,,SL18-NC-15-FG3,NC,SL18-OI-7-MG1,OI,SL18-NC-15-FG3xSL18-OI-7-MG1,SL19-UCONN-S48,3,1,1,NA,9,1,0.43,0.88,0.49,14.81,0.072081571,0
SL19-UCONN-S49,514,2020,S49,GOM,49,6_9_2020,185,,SL18-LD-2-FG2,LD,SA18-CB-7-MG1,CB,SL18-LD-2-FG2xSA18-CB-7-MG1,SL19-UCONN-S49,1,1,1,NA,9,0,0.19,0.95,NA,NA,NA,0
SL19-UCONN-S5,515,2020,S5,GOM,5,6_9_2020,185,,SL18-NL-5-FG5,NL,SL18-CC-3-MG1,CC,SL18-NL-5-FG5xSL18-CC-3-MG1,SL19-UCONN-S5,1,1,1,NA,1,1,0.22,1.05,0.21,10.35,0.021343253,0
SL19-UCONN-S50,516,2020,S50,GOM,50,6_9_2020,185,,SL18-OI-5-FG5,OI,SA18-CB-10-MG3,CB,SL18-OI-5-FG5xSA18-CB-10-MG3,SL19-UCONN-S50,3,1,1,NA,9,0,0.07,1.01,NA,NA,NA,0
SL19-UCONN-S51,517,2020,S51,GOM,51,6_9_2020,185,,SL18-LD-13-FG2,LD,SL18-SF-19-MG2,SF,SL18-LD-13-FG2xSL18-SF-19-MG2,SL19-UCONN-S51,1,1,1,NA,10,0,0.01,0.99,NA,NA,NA,0
SL19-UCONN-S52,518,2020,S52,GOM,52,6_9_2020,185,,SL18-OD-5-FG1,OD,SL18-NL-3-MG1,NL,SL18-OD-5-FG1xSL18-NL-3-MG1,SL19-UCONN-S52,3,1,1,NA,10,0,0.06,1.02,NA,NA,NA,0
SL19-UCONN-S53,519,2020,S53,GOM,53,6_9_2020,185,,SA18-CB-2-FG3,CB,SL18-CC-2-MG5,CC,SA18-CB-2-FG3xSL18-CC-2-MG5,SL19-UCONN-S53,2,1,1,NA,10,3,13.37,0.972,13.76,10.23,1.407620503,110
SL19-UCONN-S54,520,2020,S54,GOM,54,6_9_2020,185,,SL18-CC-2-FG6,CC,SL18-OI-11-MG3,OI,SL18-CC-2-FG6xSL18-OI-11-MG3,SL19-UCONN-S54,1,1,1,NA,10,0,0.09,0.98,NA,NA,NA,0
SL19-UCONN-S55,521,2020,S55,GOM,55,6_9_2020,185,,SL18-NC-9-FG3,NC,SA18-CB-10-MG1,CB,SL18-NC-9-FG3xSA18-CB-10-MG1,SL19-UCONN-S55,1,1,1,NA,10,0,0.02,1,NA,NA,NA,0
SL19-UCONN-S56,522,2020,S56,GOM,56,6_9_2020,185,,SA18-CB-9-FG1,CB,SL18-OI-7-MG3,OI,SA18-CB-9-FG1xSL18-OI-7-MG3,SL19-UCONN-S56,3,1,1,NA,11,3,7.05,1.02,6.91,15.74,1.087371821,150
SL19-UCONN-S57,523,2020,S57,GOM,57,6_9_2020,185,,SL18-CC-3-FG1,CC,SL18-OI-16-MG2,OI,SL18-CC-3-FG1xSL18-OI-16-MG2,SL19-UCONN-S57,3,1,1,NA,11,2,1.62,0.86,1.88,16.81,0.316584317,150
SL19-UCONN-S58,524,2020,S58,GOM,58,6_9_2020,185,,SL18-CC-8-FG1,CC,SL18-NC-8-MG2,NC,SL18-CC-8-FG1xSL18-NC-8-MG2,SL19-UCONN-S58,3,1,2,NA,1,2,0.46,0.845,0.55,12.55,0.068428155,70
SL19-UCONN-S59,525,2020,S59,GOM,59,6_9_2020,185,,SL18-NC-15-FG3,NC,SL18-CC-1-MG2,CC,SL18-NC-15-FG3xSL18-CC-1-MG2,SL19-UCONN-S59,1,1,2,NA,1,1,0.66,0.985,0.67,9.17,0.061557949,60
SL19-UCONN-S6,526,2020,S6,GOM,6,6_9_2020,185,,SL18-NL-2-FG2,NL,SA18-CB-1-MG13,CB,SL18-NL-2-FG2xSA18-CB-1-MG13,SL19-UCONN-S6,1,1,1,NA,2,1,0.39,0.99,0.39,18.82,0.074278843,10
SL19-UCONN-S60,527,2020,S60,GOM,60,6_9_2020,185,,SL18-JS-6-FG3,JS,SL18-NC-8-MG3,NC,SL18-JS-6-FG3xSL18-NC-8-MG3,SL19-UCONN-S60,1,1,2,NA,1,0,0.01,1.02,NA,NA,NA,0
SL19-UCONN-S61,528,2020,S61,GOM,61,6_9_2020,185,,SL18-NC-2-FG3,NC,SL18-NL-5-MG2,NL,SL18-NC-2-FG3xSL18-NL-5-MG2,SL19-UCONN-S61,1,1,2,NA,1,0,0.08,1.013,0.08,9.69,0.007567689,20
SL19-UCONN-S62,529,2020,S62,GOM,62,6_9_2020,185,,SL18-NL-6-FG3,NL,SL18-OI-7-MG1,OI,SL18-NL-6-FG3xSL18-OI-7-MG1,SL19-UCONN-S62,2,1,2,NA,1,0,0.08,0.86,NA,NA,NA,0
SL19-UCONN-S63,530,2020,S63,GOM,63,6_9_2020,185,,SL18-SF-13-FG2,SF,SA18-CB-2-MG3,CB,SL18-SF-13-FG2xSA18-CB-2-MG3,SL19-UCONN-S63,3,1,2,NA,1,3,9.46,1.02,9.27,12.24,1.135354404,180
SL19-UCONN-S64,531,2020,S64,GOM,64,6_9_2020,185,,SL18-LD-2-FG2,LD,SL18-SF-19-MG2,SF,SL18-LD-2-FG2xSL18-SF-19-MG2,SL19-UCONN-S64,1,1,2,NA,2,1,0.47,1.04,0.45,9.28,0.041705933,50
SL19-UCONN-S65,532,2020,S65,GOM,65,6_9_2020,185,,SL18-CC-7-FG2,CC,SA18-CB-7-MG1,CB,SL18-CC-7-FG2xSA18-CB-7-MG1,SL19-UCONN-S65,2,1,2,NA,2,1,0.14,0.97,0.15,11.63,0.017032121,0
SL19-UCONN-S66,533,2020,S66,GOM,66,6_9_2020,185,,SL18-SF-13-FG2,SF,SL18-JS-9-MG2,JS,SL18-SF-13-FG2xSL18-JS-9-MG2,SL19-UCONN-S66,2,1,2,NA,2,3,3.96,0.98,4.04,12.35,0.499327512,250
SL19-UCONN-S67,534,2020,S67,GOM,67,6_9_2020,185,,SL18-JS-19-FG2,JS,SA18-CB-10-MG3,CB,SL18-JS-19-FG2xSA18-CB-10-MG3,SL19-UCONN-S67,2,1,2,NA,2,3,1.37,0.95,1.45,12.99,0.187770305,50
SL19-UCONN-S68,535,2020,S68,GOM,68,6_9_2020,185,,SL18-CC-6-FG1,CC,SL18-JS-5-MG2,JS,SL18-CC-6-FG1xSL18-JS-5-MG2,SL19-UCONN-S68,2,1,2,NA,2,2,0.44,1.08,0.41,10.88,0.044764563,160
SL19-UCONN-S69,536,2020,S69,GOM,69,6_9_2020,185,,SL18-SF-13-FG1,SF,SL18-LD-13-MG2,LD,SL18-SF-13-FG1xSL18-LD-13-MG2,SL19-UCONN-S69,1,1,2,NA,2,1,0.39,0.97,0.4,10.65,0.043036953,100
SL19-UCONN-S7,537,2020,S7,GOM,7,6_9_2020,185,,SL18-NL-9-FG5,NL,SL18-JS-9-MG1,JS,SL18-NL-9-FG5xSL18-JS-9-MG1,SL19-UCONN-S7,1,1,1,NA,2,1,0.19,0.86,NA,NA,NA,0
SL19-UCONN-S70,538,2020,S70,GOM,70,6_9_2020,185,,SA18-CB-7-FG1,CB,SL18-OI-5-MG2,OI,SA18-CB-7-FG1xSL18-OI-5-MG2,SL19-UCONN-S70,2,1,2,NA,3,1,0.66,1.01,0.65,13.95,0.09107607,0
SL19-UCONN-S71,539,2020,S71,GOM,71,6_9_2020,185,,SL18-LD-13-FG3,LD,SA18-CB-7-MG1,CB,SL18-LD-13-FG3xSA18-CB-7-MG1,SL19-UCONN-S71,2,1,2,NA,3,0,0.13,0.95,0.14,10.19,0.014314315,50
SL19-UCONN-S72,540,2020,S72,GOM,72,6_9_2020,185,,SL18-NC-2-FG3,NC,SL18-CC-7-MG2,CC,SL18-NC-2-FG3xSL18-CC-7-MG2,SL19-UCONN-S72,1,1,2,NA,3,1,0.28,0.89,0.31,12.09,0.03772295,0
SL19-UCONN-S73,541,2020,S73,GOM,73,6_9_2020,185,,SL18-NL-6-FG1,NL,SA18-CB-7-MG2,CB,SL18-NL-6-FG1xSA18-CB-7-MG2,SL19-UCONN-S73,3,1,2,NA,3,1,0.19,0.97,0.2,11.2,0.022175272,60
SL19-UCONN-S74,542,2020,S74,GOM,74,6_9_2020,185,,SL18-NC-15-FG1,NC,SA18-CB-10-MG1,CB,SL18-NC-15-FG1xSA18-CB-10-MG1,SL19-UCONN-S74,1,1,2,NA,3,1,0.42,1.01,0.42,9.84,0.04083334,70
SL19-UCONN-S75,543,2020,S75,GOM,75,6_9_2020,185,,SL18-CC-8-FG3,CC,SL18-OI-7-MG2,OI,SL18-CC-8-FG3xSL18-OI-7-MG2,SL19-UCONN-S75,3,1,2,NA,4,1,0.06,1.02,0.06,9.74,0.005594341,0
SL19-UCONN-S76,544,2020,S76,GOM,76,6_9_2020,185,,SL18-CC-5-FG1,CC,SL18-JS-5-MG3,JS,SL18-CC-5-FG1xSL18-JS-5-MG3,SL19-UCONN-S76,1,1,2,NA,4,1,0.53,1.02,0.52,10.58,0.054852862,90
SL19-UCONN-S77,545,2020,S77,GOM,77,6_9_2020,185,,SL18-CC-12-FG2,CC,SL18-LL-9-MG4,LL,SL18-CC-12-FG2xSL18-LL-9-MG4,SL19-UCONN-S77,3,1,2,NA,4,3,7.6,0.89,8.54,10.66,0.910135569,440
SL19-UCONN-S78,546,2020,S78,GOM,78,6_9_2020,185,,SL18-NL-3-FG1,NL,SL18-OI-7-MG3,OI,SL18-NL-3-FG1xSL18-OI-7-MG3,SL19-UCONN-S78,3,1,2,NA,4,3,2.31,1.02,2.26,8.98,0.203222777,100
SL19-UCONN-S79,547,2020,S79,GOM,79,6_9_2020,185,,SL18-NC-1-FG1,NC,SL18-NL-6-MG1,NL,SL18-NC-1-FG1xSL18-NL-6-MG1,SL19-UCONN-S79,3,1,2,NA,4,1,0.55,0.97,0.57,11.95,0.067990403,0
SL19-UCONN-S8,548,2020,S8,GOM,8,6_9_2020,185,,SL18-NC-8-FG1,NC,SL18-CC-6-MG11,CC,SL18-NC-8-FG1xSL18-CC-6-MG11,SL19-UCONN-S8,1,1,1,NA,2,1,0.21,0.96,0.22,13.91,0.030837985,20
SL19-UCONN-S80,549,2020,S80,GOM,80,6_9_2020,185,,SL18-CC-6-FG2,CC,SL18-LD-1-MG3,LD,SL18-CC-6-FG2xSL18-LD-1-MG3,SL19-UCONN-S80,3,1,2,NA,5,0,0.01,1,NA,NA,NA,0
SL19-UCONN-S81,550,2020,S81,GOM,81,6_9_2020,185,,SL18-OD-5-FG3,OD,SL18-OI-11-MG2,OI,SL18-OD-5-FG3xSL18-OI-11-MG2,SL19-UCONN-S81,2,1,2,NA,5,0,0.01,0.89,NA,NA,NA,0
SL19-UCONN-S82,551,2020,S82,GOM,82,6_9_2020,185,,SL18-NL-9-FG5,NL,SL18-OI-18-MG1,OI,SL18-NL-9-FG5xSL18-OI-18-MG1,SL19-UCONN-S82,3,1,2,NA,5,0,0,0.98,NA,NA,NA,0
SL19-UCONN-S83,552,2020,S83,GOM,83,6_9_2020,185,,SL18-LD-13-FG2,LD,SL18-LD-2-MG3,LD,SL18-LD-13-FG2xSL18-LD-2-MG3,SL19-UCONN-S83,1,1,2,NA,5,0,0.01,1.047,NA,NA,NA,0
SL19-UCONN-S84,553,2020,S84,GOM,84,6_9_2020,185,,SL18-OI-15-FG2,OI,SL18-JS-6-MG2,JS,SL18-OI-15-FG2xSL18-JS-6-MG2,SL19-UCONN-S84,2,1,2,NA,5,0,0.02,1.04,NA,NA,NA,0
SL19-UCONN-S85,554,2020,S85,GOM,85,6_9_2020,185,,SL18-NL-5-FG1,NL,SL18-OI-14-MG1,OI,SL18-NL-5-FG1xSL18-OI-14-MG1,SL19-UCONN-S85,2,1,2,NA,5,2,1.39,1.03,1.35,13.39,0.180404521,80
SL19-UCONN-S86,555,2020,S86,GOM,86,6_9_2020,185,,SL18-NC-9-FG3,NC,SA18-CB-4-MG3,CB,SL18-NC-9-FG3xSA18-CB-4-MG3,SL19-UCONN-S86,2,1,2,NA,6,1,0.59,1.06,0.55,12.15,0.067157185,70
SL19-UCONN-S87,556,2020,S87,GOM,87,6_9_2020,185,,SL18-NC-8-FG1,NC,SL18-NL-7-MG2,NL,SL18-NC-8-FG1xSL18-NL-7-MG2,SL19-UCONN-S87,1,1,2,NA,6,2,1.25,1.03,1.21,17.7,0.214393172,70
SL19-UCONN-S88,557,2020,S88,GOM,88,6_9_2020,185,,SL18-JS-5-FG2,JS,SL18-OI-5-MG3,OI,SL18-JS-5-FG2xSL18-OI-5-MG3,SL19-UCONN-S88,1,1,2,NA,6,2,0.52,1.001,0.52,12.87,0.066847096,60
SL19-UCONN-S89,558,2020,S89,GOM,89,6_9_2020,185,,SL18-JS-9-FG3,JS,SL18-LD-1-MG1,LD,SL18-JS-9-FG3xSL18-LD-1-MG1,SL19-UCONN-S89,1,1,2,NA,6,1,0.2,0.85,0.24,11.55,0.027234092,20
SL19-UCONN-S9,559,2020,S9,GOM,9,6_9_2020,185,,SL18-CC-7-FG2,CC,SL18-JS-9-MG3,JS,SL18-CC-7-FG2xSL18-JS-9-MG3,SL19-UCONN-S9,1,1,1,NA,2,0,0.02,0.955,NA,NA,NA,0
SL19-UCONN-S90,560,2020,S90,GOM,90,6_9_2020,185,,SL18-CC-10-FG4,CC,SL18-NC-2-MG2,NC,SL18-CC-10-FG4xSL18-NC-2-MG2,SL19-UCONN-S90,3,1,2,NA,6,3,4.75,0.97,4.9,14.7,0.720187772,130
SL19-UCONN-S91,561,2020,S91,GOM,91,6_9_2020,185,,SL18-NC-5-FG3,NC,SL18-OI-2-MG2,OI,SL18-NC-5-FG3xSL18-OI-2-MG2,SL19-UCONN-S91,3,1,2,NA,7,3,1.82,1.005,1.81,10.75,0.194644302,210
SL19-UCONN-S92,562,2020,S92,GOM,92,6_9_2020,185,,SL18-OI-16-FG2,OI,SL18-OI-18-MG1,OI,SL18-OI-16-FG2xSL18-OI-18-MG1,SL19-UCONN-S92,3,1,2,NA,7,3,1.14,1,1.14,11.49,0.131013916,120
SL19-UCONN-S93,563,2020,S93,GOM,93,6_9_2020,185,,SL18-CC-1-FG2,CC,SL18-NC-11-MG2,NC,SL18-CC-1-FG2xSL18-NC-11-MG2,SL19-UCONN-S93,3,1,2,NA,7,3,2.42,0.94,2.58,11.07,0.285495162,170
SL19-UCONN-S94,564,2020,S94,GOM,94,6_9_2020,185,,SL18-CC-8-FG3,CC,SL18-NC-8-MG2,NC,SL18-CC-8-FG3xSL18-NC-8-MG2,SL19-UCONN-S94,3,1,2,NA,7,1,0.75,0.84,0.89,11.97,0.107016042,0
SL19-UCONN-S95,565,2020,S95,GOM,95,6_9_2020,185,,SL18-CC-12-FG3,CC,SL18-NC-11-MG2,NC,SL18-CC-12-FG3xSL18-NC-11-MG2,SL19-UCONN-S95,3,1,2,NA,7,3,2.08,0.93,2.24,11.56,0.259227887,190
SL19-UCONN-S96,566,2020,S96,GOM,96,6_9_2020,185,,SA18-CB-7-FG1,CB,SL18-LD-1-MG1,LD,SA18-CB-7-FG1xSL18-LD-1-MG1,SL19-UCONN-S96,3,1,2,NA,8,2,1.66,0.915,1.81,14.42,0.260960484,60
SL19-UCONN-S97,567,2020,S97,GOM,97,6_9_2020,185,,SL18-JS-9-FG3,JS,SL18-LD-9-MG2,LD,SL18-JS-9-FG3xSL18-LD-9-MG2,SL19-UCONN-S97,1,1,2,NA,8,1,0.23,1,0.23,17.84,0.041026122,0
SL19-UCONN-S98,568,2020,S98,GOM,98,6_9_2020,185,,SL18-NC-5-FG3,NC,SL18-NL-2-MG3,NL,SL18-NC-5-FG3xSL18-NL-2-MG3,SL19-UCONN-S98,1,1,2,NA,8,1,0.08,0.925,NA,NA,NA,0
SL19-UCONN-S99,569,2020,S99,GOM,99,6_9_2020,185,,SL18-NC-10-FG3,NC,SA18-CB-3-MG2,CB,SL18-NC-10-FG3xSA18-CB-3-MG2,SL19-UCONN-S99,1,1,2,NA,8,2,0.61,1.01,0.6,0.56,0.003396366,130
Check,570,2019,Z1-A,GOM,C1-A,5_29_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,1,1,2,TBD,8,3,2.71,0.86,3.151162791,10.96,0.3,480
Check,571,2019,Z1-B,GOM,C1-B,5_29_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,1,1,2,TBD,2,3,2.09,0.56,3.732142857,13.88,0.29,200
Check,572,2019,Z1-C,GOM,C1-C,5_29_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,1,1,2,TBD,4,3,3.87,0.9,4.3,8.09,0.31,480
Check,573,2019,Z1-D,GOM,C1-D,5_30_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,2,1,1,TBD,5,3,1.15,0.85,1.352941176,9.1,0.1,140
Check,574,2019,Z1-E,GOM,C1-E,5_30_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,1,1,1,TBD,8,3,2.02,0.94,2.14893617,8.25,0.17,260
Check,575,2019,Z1-F,GOM,C1-F,5_30_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,2,1,3,TBD,1,3,4.41,0.87,5.068965517,9.31,0.41,300
Check,576,2019,Z1-G,GOM,C1-G,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,2,1,4,TBD,6,3,2.64,0.8,3.3,7.73,0.2,240
Check,577,2019,Z1-H,GOM,C1-H,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,2,1,4,TBD,7,3,3.67,0.84,4.369047619,10.2,0.37,260
Check,578,2019,Z1-I,GOM,C1-I,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,1,1,4,TBD,9,3,3.65,0.84,4.345238095,8.6,0.31,420
Check,579,2019,Z1-J,GOM,C1-J,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME1-MG1,ME,SL-ME1-FG1xSL-ME1-MG1,Check,1,1,4,TBD,3,3,2.34,0.71,3.295774648,9.37,0.22,660
Check,580,2019,Z2-A,GOM,C2-A,5_29_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,2,TBD,3,3,1.75,0.87,2.011494253,9.94,0.17,240
Check,581,2019,Z2-B,GOM,C2-B,5_30_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,1,TBD,9,3,1.56,0.89,1.752808989,10.44,0.16,40
Check,582,2019,Z2-C,GOM,C2-C,5_30_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,3,TBD,1,1,0.29,0.82,0.353658537,14.89,0.04,20
Check,583,2019,Z2-D,GOM,C2-D,5_30_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,3,TBD,5,3,2.83,1.05,2.695238095,7.81,0.22,160
Check,584,2019,Z2-E,GOM,C2-E,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,3,TBD,7,3,2.5,0.87,2.873563218,4.97,0.12,200
Check,585,2019,Z2-F,GOM,C2-F,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,3,TBD,8,3,2.36,0.82,2.87804878,10.21,0.24,120
Check,586,2019,Z2-G,GOM,C2-G,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,4,TBD,2,3,3.06,0.87,3.517241379,9.82,0.3,220
Check,587,2019,Z2-H,GOM,C2-H,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,2,1,4,TBD,4,2,1.15,0.84,1.369047619,10.92,0.13,180
Check,588,2019,Z2-I,GOM,C2-I,5_31_2019,122,,SL-ME1-FG1,ME,SL-ME2-MG2,ME,SL-ME1-FG1xSL-ME2-MG2,Check,1,1,4,TBD,6,1,0.31,0.58,0.534482759,14.2,0.04,0
Check,589,2020,Z3-A,GOM,C3-A,6_9_2020,185,,SL-OI-1S_TB,OI,SL-ME-MG1,ME,SL-OI-1S_TBxSL-ME-MG1,Check,NA,NA,1,NA,1,3,2.54,0.82,3.1,13.68,0.424155947,60
