"","pedigree","index","WWP","DWpM","PDW","BDns","BLen","BMax","BThk","SLen","SDia"
"SL18-CC-12","SL18-CC-12",0.332651917112689,0.531881635770867,0.171136781994177,-0.00962164687566433,39.401649477055,0.173469918382043,0.180842847988775,-0.258293876273596,-0.208130300473518,-0.41329305080065
"SL18-FW-14","SL18-FW-14",0.226302613633222,0.254910487378776,0.0876829058698098,0.0509368018936023,11.4226061274872,-0.0346307521816903,-0.0237727532572132,0.0559029914447089,-0.0552436537880968,-0.143786606182129
"SL18-NC-2","SL18-NC-2",0.0319244871682261,0.265614862620789,0.070933132295789,-0.109941777423352,12.9953863407291,0.0784173493956222,-0.101358950703742,0.0811474640348336,0.0493570319994417,0.341887491088572
"SL18-NC-1","SL18-NC-1",-0.197448156457125,-0.208355298147182,-0.0690480519966057,-0.0593520524639137,3.73865605685976,-0.13948851662954,-0.0572567409133046,-0.00989326172896527,0.147729387568576,0.289316970231397
"SL18-NC-5","SL18-NC-5",-0.479110814938132,-0.608106579272324,-0.161963393150951,-0.15518402863623,-14.6456453316824,0.13584952460337,-0.140805514148518,0.0175140760436454,0.210646408844216,-0.0714347973696755
"SL18-JS-6","SL18-JS-6",0.680520248996672,0.290573167371372,0.14611420990125,0.388291829194171,-4.66419916716807,0.198569235666596,-0.029076979417877,-0.380280927732207,0.058663136763257,-0.193511645774874
"SL18-JS-5","SL18-JS-5",-0.483275612551851,-0.237580795683036,-0.110650308958829,-0.261974994634192,-23.5469125635251,0.00316726632206298,-0.0513926285644706,0.442985418935673,0.00483745884360439,0.298921271107214
"SL18-JS-9","SL18-JS-9",-0.500947741441775,-0.502349984084143,-0.176799104889376,-0.147349531663023,-19.8585624232988,-0.0190871018355789,0.159985809329751,-0.165759086752885,0.395802360031857,0.236108897798518
"SL18-NC-8","SL18-NC-8",-0.234293997581205,-0.377157980993309,-0.125457806630241,0.0166216156792766,-21.5877233238387,-0.206307301927112,0.101307825611604,0.544648109838122,0.0453196680703943,0.818205130306687
"SL18-NC-10","SL18-NC-10",-0.750677928593621,-0.417698158094798,-0.171899225668751,-0.40687947725612,-10.7026638862664,0.0866852162954722,-0.141637401007274,0.206271281438153,0.0121464914174344,0.463998941736911
"SL18-NC-9","SL18-NC-9",-0.0741279254299552,-0.114263344092135,-0.060701830868852,0.0472757363077489,-8.91749349418449,0.000534462730953022,0.0693021465608557,-0.106635024173309,0.0352052210939015,0.120582612860325
